folder_4,WeldNumber,datetime_min,datetime_max,Wire Consumed,QualityFlag,WELD_TYPE,THICKNESS_MM,STEEL_TYPE,CURRENT_A,VOLTAGE_V,ROBOT_SPEED_CPM,Duration,Energy,AvgCurrent,AvgVoltage,StdCurrent,StdVoltage,DesignEnergy,WaitTime,WaitSameDayFlag,EnergyDelta,CurrentDelta,VoltDelta,CycleTime,EstSetupTime,WaitTimeCalc,WIP
03-20-23-0016-11,3773,2023-03-20 11:26:37.794,2023-03-20 11:27:04.618,-4673.12,1,1,7.0,1,300.0,19.0,25.0,26.824,126.74707451120001,267.5506967213115,17.495532786885246,60.716511587441936,4.127732680446388,171.0,33.559,1,-0.2587890379461988,-0.10816434426229493,-0.0791824849007765,60.382999999999996,41.3638,-7.804800000000004,1
03-20-23-0018-11,3774,2023-03-20 11:41:20.488,2023-03-20 11:41:47.605,-4380.16,1,1,7.0,1,300.0,19.0,25.0,27.117,126.6396120718,257.224756097561,18.27739837398374,64.52676955437906,4.844264327778273,171.0,855.87,1,-0.2594174732643275,-0.14258414634146332,-0.03803166452717155,882.987,41.3638,814.5062,1
03-20-23-0019-11,3775,2023-03-20 11:43:08.913,2023-03-20 11:43:35.750,-4839.02,1,1,7.0,1,300.0,19.0,25.0,26.837,124.7208172513,260.43074074074076,17.706831275720166,60.35013063816909,4.473870354710038,171.0,81.308,1,-0.2706384956064327,-0.13189753086419742,-0.06806151180420184,108.14500000000001,41.3638,39.94420000000001,1
03-20-23-0020-11,3776,2023-03-20 11:44:13.589,2023-03-20 11:44:40.257,-4591.64,1,1,7.0,1,300.0,19.0,25.0,26.668,124.92539548830001,263.1413580246913,17.699135802469137,57.78014969313746,4.1410543425869655,171.0,37.839,1,-0.2694421316473683,-0.12286213991769557,-0.06846653671215075,64.507,41.3638,-3.524799999999992,1
03-20-23-0021-11,3777,2023-03-20 11:47:28.103,2023-03-20 11:47:55.109,-4522.3,1,1,7.0,1,305.0,19.0,25.0,27.006,127.4022367208,265.39426229508194,17.686024590163935,60.90837459792674,4.194446379127568,173.85,167.846,1,-0.2671714885199884,-0.12985487772104276,-0.06915660051768757,194.852,41.3638,126.4822,1
03-20-23-0022-11,3778,2023-03-20 11:48:51.591,2023-03-20 11:49:18.475,-4554.92,1,1,7.0,1,305.0,19.0,25.0,26.884,126.8015310552,267.0850205761317,17.603004115226337,57.15665375881041,4.109152104831865,173.85,56.482,1,-0.2706267986471096,-0.12431140794710926,-0.07352609919861386,83.366,41.3638,15.118200000000002,1
03-20-23-0023-11,3779,2023-03-20 11:49:52.392,2023-03-20 11:50:19.246,-4397.54,1,1,7.0,1,305.0,19.0,25.0,26.854,126.04929671410001,261.50604938271607,17.97456790123457,58.1149449707752,4.235108295096692,173.85,33.917,1,-0.274953714615473,-0.1426031167779801,-0.05397011046133848,60.771,41.3638,-7.446799999999996,1
03-20-23-0024-11,3780,2023-03-20 11:50:53.023,2023-03-20 11:51:19.907,-4476.72,1,1,7.0,1,305.0,19.0,25.0,26.884,125.565760048,262.4062448979592,17.419469387755104,60.08828845633658,4.128491979981572,173.85,33.777,1,-0.2777350586827725,-0.13965165607226493,-0.08318582169709976,60.661,41.3638,-7.586799999999997,1
03-20-23-0025-11,3781,2023-03-20 11:52:18.432,2023-03-20 11:52:45.285,-4466.89,1,1,7.0,1,305.0,19.0,25.0,26.853,131.4766415466,274.799375,17.674083333333332,60.81003305122784,4.120988222026471,173.85,58.525,1,-0.2437351651044003,-0.09901844262295079,-0.06978508771929837,85.378,41.3638,17.1612,1
03-20-23-0026-11,3782,2023-03-20 11:53:12.521,2023-03-20 11:53:39.313,-4455.57,1,1,7.0,1,305.0,19.0,25.0,26.792,127.8391302155,265.9407024793388,17.884586776859503,60.0133452786767,4.3722728826650705,173.85,27.236,1,-0.2646584399453551,-0.1280632705595448,-0.058705959112657746,54.028000000000006,41.3638,-14.127799999999993,1
03-20-23-0027-11,3783,2023-03-20 11:54:07.129,2023-03-20 11:54:33.944,-4435.57,1,1,7.0,1,305.0,19.0,25.0,26.815,124.3865774808,263.71622406639005,17.52863070539419,59.792313555056985,4.208899226704443,173.85,27.816,1,-0.2845178171941328,-0.13535664240527856,-0.07744048918977953,54.631,41.3638,-13.547799999999999,1
03-20-23-0028-11,3784,2023-03-20 11:55:10.890,2023-03-20 11:55:37.581,-4367.87,1,1,7.0,1,305.0,19.0,25.0,26.691,126.8709863121,267.0773029045643,17.580290456431538,57.338811853566504,3.8899493782417727,173.85,36.946,1,-0.27022728609663504,-0.12433671178831374,-0.07472155492465593,63.637,41.3638,-4.417799999999996,1
03-20-23-0029-11,3785,2023-03-20 11:56:18.513,2023-03-20 11:56:45.435,-4328.36,1,1,7.0,1,305.0,19.0,25.0,26.922,127.1173328812,263.6478925619835,17.882024793388428,62.3553291478254,4.744932001686382,173.85,40.932,1,-0.26881027965947657,-0.1355806801246443,-0.05884080034797745,67.854,41.3638,-0.4317999999999991,1
03-20-23-0030-11,3786,2023-03-20 11:57:27.639,2023-03-20 11:57:54.592,-4381.31,1,1,7.0,1,305.0,19.0,25.0,26.953,127.39917575720001,262.08880658436215,17.87358024691358,62.32551743689327,4.394412767952662,173.85,42.204,1,-0.267189095443198,-0.14069243742832083,-0.059285250162443126,69.157,41.3638,0.8401999999999994,1
03-20-23-0033-11,3787,2023-03-20 12:37:23.417,2023-03-20 12:37:50.195,52.95,1,1,7.0,1,305.0,19.0,25.0,26.778,127.2989027877,270.5846443514645,17.373640167364016,60.363079850282965,4.351107428364614,173.85,2368.825,1,-0.26776587410008623,-0.11283723163454273,-0.08559788592820972,2395.6029999999996,41.3638,2327.4611999999997,1
03-20-23-0036-11,3788,2023-03-20 12:41:39.118,2023-03-20 12:42:05.928,113.77,1,1,7.0,1,305.0,19.0,25.0,26.81,127.5551943512,268.63020746887963,17.57726141078838,60.193613749357006,4.34553122593157,173.85,228.923,1,-0.26629166320851305,-0.11924522141350935,-0.07488097837955887,255.733,41.3638,187.5592,1
03-20-23-0037-11,3789,2023-03-20 12:43:00.442,2023-03-20 12:43:27.139,53.77,1,1,7.0,1,305.0,19.0,25.0,26.697,125.8313868618,261.91230125523015,17.84899581589958,59.780088434640184,4.54704759646523,173.85,54.514,1,-0.2762071506367558,-0.14127114342547498,-0.06057916758423254,81.211,41.3638,13.150200000000002,1
03-20-23-0038-11,3790,2023-03-20 12:54:09.498,2023-03-20 12:54:34.777,54.75,1,1,7.0,1,305.0,19.0,25.0,25.279,124.0006125583,280.64122270742354,17.21943231441048,60.426481460170436,3.682871344886527,173.85,642.359,1,-0.2867379202858785,-0.0798648435822179,-0.0937140887152379,667.638,41.3638,600.9952000000001,1
03-20-23-0039-11,3791,2023-03-20 12:56:05.253,2023-03-20 12:56:30.879,47.7,1,1,7.0,1,305.0,19.0,25.0,25.626,114.3166923545,253.2046551724138,16.952068965517242,84.24909082383314,5.738124950881876,173.85,90.476,1,-0.34244065369859067,-0.1698208027133974,-0.10778584392014512,116.102,41.3638,49.1122,1
03-20-23-0040-11,3792,2023-03-20 12:59:06.789,2023-03-20 12:59:32.199,45.08,1,1,7.0,1,305.0,19.0,25.0,25.41,121.104182143,268.55545454545455,17.763636363636362,61.383452738654015,4.741120187509599,173.85,155.91,1,-0.30339843461029614,-0.11949031296572277,-0.06507177033492828,181.32,41.3638,114.5462,1
03-21-23-0139-11,3793,2023-03-21 08:18:07.858,2023-03-21 08:18:33.406,48.36,1,1,7.0,1,290.0,19.5,25.0,25.548,126.0027358132,260.8977391304348,19.069301310043667,57.453801133912314,5.6831457838875945,169.65,69515.659,0,-0.25727830348835834,-0.1003526236881559,-0.022087112305453016,25.548,41.3638,-41.3638,1
03-21-23-0140-11,3794,2023-03-21 08:20:02.651,2023-03-21 08:20:28.299,46.07,1,1,7.0,1,290.0,19.5,25.0,25.648,126.4180464312,257.6324463519313,19.666077586206896,59.35652629869936,7.002964409597755,169.65,89.245,1,-0.25483025976304163,-0.11161225395885754,0.008516799292661359,114.893,41.3638,47.88120000000001,1
03-21-23-0001-11,3795,2023-03-21 08:23:45.572,2023-03-21 08:24:11.173,50.0,1,1,7.0,0,290.0,19.5,25.0,25.601,126.38675272270001,260.2314468085106,18.77404255319149,59.08397672457486,4.43183021538625,169.65,197.273,1,-0.25501472017270843,-0.10265018341892895,-0.0372285870158211,222.874,41.3638,155.9092,1
03-21-23-0002-11,3796,2023-03-21 08:25:02.007,2023-03-21 08:25:27.670,48.03,1,1,7.0,0,290.0,19.5,25.0,25.663,125.2965500561,257.6266094420601,18.781287553648067,59.67832169443867,4.3615401887198715,169.65,50.834,1,-0.2614409074205718,-0.11163238123427555,-0.03685704853086835,76.497,41.3638,9.470200000000002,1
03-21-23-0003-11,3797,2023-03-21 08:26:11.320,2023-03-21 08:26:36.929,41.97,1,1,7.0,0,290.0,19.5,25.0,25.609,125.6969659826,260.8025541125541,18.61108225108225,58.19125342886213,4.060119954020006,169.65,43.65,1,-0.2590806602852932,-0.10068084788774445,-0.04558552558552553,69.259,41.3638,2.286200000000001,1
03-21-23-0004-11,3798,2023-03-21 08:27:17.802,2023-03-21 08:27:43.402,46.56,1,1,7.0,0,290.0,19.5,25.0,25.6,124.4507305311,258.25272727272727,19.74090909090909,60.26924409903262,8.033033134742656,169.65,40.873,1,-0.26642658101326255,-0.1094733542319749,0.012354312354312169,66.473,41.3638,-0.4908000000000001,1
03-21-23-0005-11,3799,2023-03-21 08:28:25.717,2023-03-21 08:28:51.449,50.66,1,1,7.0,0,290.0,19.5,25.0,25.732,125.93431887150001,259.3283333333333,19.007905982905985,60.86602942867243,5.8951896713769205,169.65,42.315,1,-0.25768158637488947,-0.105764367816092,-0.02523559062020586,68.047,41.3638,0.9512,1
03-21-23-0006-11,3800,2023-03-21 08:29:34.623,2023-03-21 08:30:00.217,51.64,1,1,7.0,0,290.0,19.5,25.0,25.594,124.9533804783,260.4248275862069,18.620905172413792,57.650510373200405,4.453484218894065,169.65,43.174,1,-0.26346371660300616,-0.1019833531510107,-0.045081786030061965,68.768,41.3638,1.8102000000000018,1
03-21-23-0007-11,3801,2023-03-21 08:30:42.226,2023-03-21 08:31:07.942,52.95,1,1,7.0,0,290.0,19.5,25.0,25.716,125.9121322995,261.3714163090129,18.857025862068966,58.83531605078509,4.032584407505596,169.65,42.009,1,-0.25781236487179493,-0.09871925410685212,-0.03297303271441199,67.725,41.3638,0.6451999999999956,1
03-21-23-0008-11,3802,2023-03-21 08:31:58.515,2023-03-21 08:32:24.262,57.7,1,1,7.0,0,290.0,19.5,25.0,25.747,125.75356518890001,260.96858974358975,18.950600858369096,62.1833825502008,5.912374995354143,169.65,50.573,1,-0.2587470369059829,-0.10010831122900088,-0.02817431495543099,76.32,41.3638,9.209199999999996,1
03-21-23-0009-11,3803,2023-03-21 08:33:18.343,2023-03-21 08:33:43.994,41.64,1,1,7.0,0,290.0,19.5,25.0,25.651,124.8732374416,260.0734051724138,18.871120689655175,59.47413309500381,6.022516376110774,169.65,54.081,1,-0.26393611882346013,-0.10319515457788342,-0.03225022104332431,79.732,41.3638,12.717200000000002,1
03-21-23-0010-11,3804,2023-03-21 08:34:49.654,2023-03-21 08:35:15.270,31.31,1,1,7.0,0,290.0,19.5,25.0,25.616,124.4421602937,255.2174568965517,18.865818965517242,57.654441954236354,4.427994398294454,169.65,65.66,1,-0.26647709818037135,-0.11993980380499414,-0.032522104332449175,91.276,41.3638,24.2962,1
03-21-23-0011-11,3805,2023-03-21 08:35:59.911,2023-03-21 08:36:25.405,30.66,1,1,7.0,0,290.0,19.5,25.0,25.494,123.2130506763,257.08435344827586,19.10987012987013,57.580383613426356,5.754837849906163,169.65,44.641,1,-0.27372207087356326,-0.11350222948870392,-0.02000666000665996,70.13499999999999,41.3638,3.2771999999999935,1
03-21-23-0012-11,3806,2023-03-21 08:37:08.538,2023-03-21 08:37:34.223,39.34,1,1,7.0,0,290.0,19.5,25.0,25.685,124.29251023970001,259.3215517241379,18.816896551724138,59.45216679798701,6.083495223671858,169.65,43.133,1,-0.2673592087256116,-0.10578775267538654,-0.03503094606542878,68.818,41.3638,1.7692000000000014,1
03-21-23-0013-11,3807,2023-03-21 08:38:20.653,2023-03-21 08:38:46.278,45.57,1,1,7.0,0,290.0,19.5,25.0,25.625,125.0458572199,260.0682683982684,18.45930735930736,59.48409078164477,4.337618305204052,169.65,46.43,1,-0.2629186134989685,-0.10321286759217796,-0.05336885336885333,72.055,41.3638,5.066200000000009,1
03-21-23-0014-11,3808,2023-03-21 08:39:34.959,2023-03-21 08:40:00.575,42.79,1,1,7.0,0,290.0,19.5,25.0,25.616,124.45342599790001,259.5272844827586,18.46761904761905,58.479231063294726,4.0959824380122996,169.65,48.681,1,-0.2664106926147951,-0.10507832936979788,-0.05294261294261282,74.297,41.3638,7.3172,1
03-21-23-0015-11,3809,2023-03-21 08:40:42.610,2023-03-21 08:41:08.133,41.15,1,1,7.0,0,290.0,19.5,25.0,25.523,122.5042064104,257.7643103448276,18.51329004329004,53.90980303795942,3.9125498744242155,169.65,42.035,1,-0.2779003453557324,-0.11115755053507725,-0.05060051060051074,67.55799999999999,41.3638,0.6711999999999954,1
03-21-23-0016-11,3810,2023-03-21 08:41:58.168,2023-03-21 08:42:23.769,36.89,1,1,7.0,0,290.0,19.5,25.0,25.601,124.6701794481,257.54418103448273,18.611163793103447,57.800664852015764,4.258776314388839,169.65,50.035,1,-0.265133041862069,-0.11191661712247336,-0.045581343943412955,75.636,41.3638,8.671199999999999,1
03-21-23-0017-11,3811,2023-03-21 08:43:08.328,2023-03-21 08:43:33.891,47.38,1,1,7.0,0,290.0,19.5,25.0,25.563,124.7588135798,259.2609090909091,18.89761904761905,57.10100471624596,6.002102454276803,169.65,44.559,1,-0.2646105889784851,-0.10599686520376184,-0.03089133089133078,70.122,41.3638,3.1952000000000034,1
03-21-23-0018-11,3812,2023-03-21 08:44:12.154,2023-03-21 08:44:37.716,48.03,1,1,7.0,0,290.0,19.5,25.0,25.562,124.4798057613,261.6774025974026,18.59013043478261,53.86056177727166,3.556976843105455,169.65,38.263,1,-0.26625519739876213,-0.09766412897447385,-0.04665997770345598,63.825,41.3638,-3.100799999999996,1
03-21-23-0019-11,3813,2023-03-21 08:45:21.752,2023-03-21 08:45:47.387,44.92,1,1,7.0,0,290.0,19.5,25.0,25.635,124.38168728790001,260.637012987013,18.473391304347828,55.17619533343832,3.702509331304335,169.65,44.036,1,-0.2668335556268788,-0.10125167935512758,-0.05264659977703445,69.671,41.3638,2.6722000000000072,1
03-21-23-0020-11,3814,2023-03-21 08:46:35.737,2023-03-21 08:47:01.402,45.25,1,1,7.0,0,290.0,19.5,25.0,25.665,122.8447947854,257.32296137339057,18.399656652360516,57.82756259720661,4.197728230292828,169.65,48.35,1,-0.275892751043914,-0.11267944354003256,-0.056427863981512005,74.015,41.3638,6.986200000000004,1
03-22-23-0079-06,3815,2023-03-22 01:00:54.849,2023-03-22 01:01:07.035,30.66,1,1,7.0,1,225.0,17.0,30.0,12.186,36.911523273,194.88964285714286,15.843035714285715,68.72021339897769,7.265979078051144,95.625,58433.447,0,-0.6139971422431372,-0.13382380952380946,-0.06805672268907559,12.186,41.3638,-41.3638,1
03-22-23-0080-06,3816,2023-03-22 01:02:10.892,2023-03-22 01:02:23.117,38.03,1,1,7.0,1,225.0,17.0,30.0,12.225,37.8307523605,201.06243243243244,15.72153153153153,73.19478793188159,7.084532472955457,95.625,63.857,1,-0.6043842890405229,-0.10638918918918916,-0.07520402755696876,76.082,41.3638,22.493199999999995,1
03-22-23-0081-06,3817,2023-03-22 01:22:05.880,2023-03-22 01:22:18.016,17.05,1,1,7.0,1,245.0,18.0,30.0,12.136,42.077584180100004,210.7161818181818,16.491454545454545,72.29858197731089,6.617160875207255,110.25,1182.763,1,-0.618343907663492,-0.1399339517625232,-0.08380808080808089,1194.899,41.3638,1141.3991999999998,1
03-22-23-0082-06,3818,2023-03-22 01:23:13.478,2023-03-22 01:23:25.625,20.98,1,1,7.0,1,245.0,18.0,30.0,12.147,42.552854109900004,215.15342342342342,16.20036036036036,73.07349377038159,6.114353445032274,110.25,55.462,1,-0.6140330692979592,-0.1218227615370473,-0.09997997997997998,67.60900000000001,41.3638,14.098200000000011,1
03-22-23-0083-06,3819,2023-03-22 01:25:43.796,2023-03-22 01:25:55.951,15.74,1,1,7.0,1,245.0,18.0,30.0,12.155,42.6000231486,214.3516216216216,16.29765765765766,73.41654416646453,6.738452878133614,110.25,138.171,1,-0.6136052322122449,-0.12509542195256484,-0.09457457457457452,150.326,41.3638,96.8072,1
03-22-23-0084-06,3820,2023-03-22 01:26:39.433,2023-03-22 01:26:51.650,26.07,1,1,7.0,1,245.0,18.0,30.0,12.217,43.3747218967,214.93603603603606,16.78855855855856,74.7483006225715,7.156287743445916,110.25,43.482,1,-0.6065784861977324,-0.1227100569957712,-0.06730230230230227,55.699,41.3638,2.1182,1
03-22-23-0085-06,3821,2023-03-22 01:27:41.652,2023-03-22 01:27:53.968,17.7,1,1,7.0,1,245.0,18.0,30.0,12.316,42.3402040124,210.88245454545455,16.285090909090908,71.00007821660459,5.9267957438927175,110.25,50.002,1,-0.615961868368254,-0.13925528756957328,-0.0952727272727274,62.318000000000005,41.3638,8.638200000000007,1
03-22-23-0086-06,3822,2023-03-22 01:28:43.010,2023-03-22 01:28:55.040,26.07,1,1,7.0,1,245.0,18.0,30.0,12.03,43.0711683229,217.0083636363636,16.512727272727272,73.15632667840539,6.291946054623739,110.25,49.042,1,-0.6093318065950113,-0.11425157699443422,-0.08262626262626271,61.072,41.3638,7.678200000000006,1
03-22-23-0087-06,3823,2023-03-22 01:29:30.239,2023-03-22 01:29:42.324,20.98,1,1,7.0,1,245.0,18.0,30.0,12.085,42.582122687900004,210.83045454545453,16.838272727272727,70.87690580757396,7.082656146536769,110.25,35.199,1,-0.6137675946675737,-0.13946753246753252,-0.06454040404040406,47.284,41.3638,-6.1648,1
03-22-23-0088-06,3824,2023-03-22 01:30:22.247,2023-03-22 01:30:34.695,20.66,1,1,7.0,1,245.0,18.0,30.0,12.448,42.907494001100005,212.43162162162162,16.722342342342344,74.87102455120029,6.509878640811969,110.25,39.923,1,-0.6108163809424036,-0.13293215664644242,-0.07098098098098093,52.371,41.3638,-1.4407999999999959,1
03-22-23-0089-06,3825,2023-03-22 01:31:08.420,2023-03-22 01:31:20.722,19.67,1,1,7.0,1,245.0,18.0,30.0,12.302,41.8164921085,209.98702702702704,16.387837837837836,74.43085117433245,6.622483934625543,110.25,33.725,1,-0.6207120897188209,-0.14291009376723662,-0.08956456456456463,46.027,41.3638,-7.638799999999996,1
03-22-23-0090-06,3826,2023-03-22 01:32:03.379,2023-03-22 01:32:15.611,21.48,1,1,7.0,1,245.0,18.0,30.0,12.232,41.2352611826,204.20875,16.58214285714286,72.69521012418907,6.511645483157609,110.25,42.657,1,-0.6259840255546485,-0.1664948979591836,-0.07876984126984121,54.888999999999996,41.3638,1.2931999999999988,1
03-22-23-0091-06,3827,2023-03-22 01:32:54.644,2023-03-22 01:33:06.940,20.82,1,1,7.0,1,245.0,18.0,30.0,12.296,42.9558624186,212.09646017699117,16.681150442477875,76.65546428803962,6.964035897817694,110.25,39.033,1,-0.610377665137415,-0.13430016254289312,-0.07326941986234026,51.329,41.3638,-2.3307999999999964,1
03-22-23-0092-06,3828,2023-03-22 01:33:43.441,2023-03-22 01:33:55.706,22.46,1,1,7.0,1,245.0,18.0,30.0,12.265,43.090170284100004,216.6199107142857,16.103749999999998,77.32643432835829,6.4830699997471575,110.25,36.501,1,-0.6091594532054421,-0.11583709912536444,-0.10534722222222237,48.766,41.3638,-4.8628,1
03-22-23-0093-06,3829,2023-03-22 01:34:42.679,2023-03-22 01:34:54.740,20.66,1,1,7.0,1,245.0,18.0,30.0,12.061,43.7087457869,224.4237272727273,16.143363636363635,72.90955101424814,6.34729636545822,110.25,46.973,1,-0.603548791048526,-0.08398478664192943,-0.10314646464646471,59.034,41.3638,5.609200000000001,1
03-22-23-0094-06,3830,2023-03-22 01:35:31.175,2023-03-22 01:35:43.342,19.34,1,1,7.0,1,245.0,18.0,30.0,12.167,43.4888511057,218.56845454545453,16.55018181818182,74.58284799483626,6.783435028975134,110.25,36.435,1,-0.6055433006285714,-0.10788385899814479,-0.08054545454545448,48.602000000000004,41.3638,-4.928799999999994,1
03-22-23-0095-06,3831,2023-03-22 01:36:19.486,2023-03-22 01:36:31.778,20.82,1,1,7.0,1,245.0,18.0,30.0,12.292,43.634099996500005,211.96714285714285,16.898839285714285,76.52773756611663,7.638798399155933,110.25,36.144,1,-0.604225850371882,-0.13482798833819243,-0.06117559523809524,48.436,41.3638,-5.2197999999999976,1
03-22-23-0096-06,3832,2023-03-22 01:37:13.493,2023-03-22 01:37:25.640,19.18,1,1,7.0,1,245.0,18.0,30.0,12.147,43.393932644500005,218.99306306306306,16.42225225225225,74.12470075110885,6.657699805445325,110.25,41.715,1,-0.6064042390521541,-0.10615076300790582,-0.08765265265265276,53.862,41.3638,0.35120000000000395,1
03-22-23-0097-06,3833,2023-03-22 01:38:06.360,2023-03-22 01:38:18.560,25.08,1,1,7.0,1,245.0,18.0,30.0,12.2,43.916235989600004,221.04522522522524,16.166216216216217,76.3481998102574,6.6445273522383586,110.25,40.72,1,-0.6016667937451247,-0.097774590917448,-0.10187687687687685,52.92,41.3638,-0.6437999999999953,1
03-22-23-0098-06,3834,2023-03-22 01:38:57.879,2023-03-22 01:39:10.110,21.48,1,1,7.0,1,245.0,18.0,30.0,12.231,43.1225334839,216.14098214285715,16.51169642857143,74.27696930608424,6.800459429152908,110.25,39.319,1,-0.6088659094430839,-0.11779190962099118,-0.08268353174603171,51.550000000000004,41.3638,-2.0447999999999933,1
03-22-23-0099-06,3835,2023-03-22 01:39:53.225,2023-03-22 01:40:05.425,23.28,1,1,7.0,1,245.0,18.0,30.0,12.2,42.9753165112,215.87160714285713,16.524375,75.56180845171008,6.684125308324746,110.25,43.115,1,-0.6102012107827665,-0.11889139941690963,-0.08197916666666671,55.315,41.3638,1.7512000000000008,1
03-22-23-0100-06,3836,2023-03-22 01:41:11.656,2023-03-22 01:41:23.933,28.69,1,1,7.0,1,245.0,18.0,30.0,12.277,44.5220000253,222.58486486486484,16.35135135135135,74.64618734542874,6.356589063395912,110.25,66.231,1,-0.5961723353714286,-0.09149034749034757,-0.09159159159159158,78.508,41.3638,24.867199999999997,1
03-22-23-0101-06,3837,2023-03-22 02:33:55.437,2023-03-22 02:34:07.583,105.25,1,1,7.0,1,250.0,18.0,30.0,12.146,45.5140910196,228.68625,16.148392857142856,77.69000952764394,6.396214611611024,112.5,3151.504,1,-0.595430302048,-0.08525499999999997,-0.10286706349206354,3163.65,41.3638,3110.1402,1
03-22-23-0102-06,3838,2023-03-22 02:34:57.623,2023-03-22 02:35:09.754,704.43,1,1,7.0,1,250.0,18.0,30.0,12.131,43.915919308,224.36080357142856,16.197589285714283,75.63972546696495,6.40337076852211,112.5,50.04,1,-0.6096362728177778,-0.10255678571428573,-0.10013392857142867,62.171,41.3638,8.676200000000001,1
03-22-23-0103-06,3839,2023-03-22 02:35:53.118,2023-03-22 02:36:05.249,191.48,1,1,7.0,1,250.0,18.0,30.0,12.131,44.6311545523,229.22866071428572,15.958392857142856,77.42781878377806,6.307505689609243,112.5,43.364,1,-0.6032786262017777,-0.08308535714285714,-0.11342261904761908,55.495,41.3638,2.0001999999999995,1
03-22-23-0104-06,3840,2023-03-22 02:36:59.196,2023-03-22 02:37:11.342,622.62,1,1,7.0,1,250.0,18.0,30.0,12.146,44.534442265,228.64767857142857,16.064732142857142,78.19995636023461,6.456177704976588,112.5,53.947,1,-0.6041382909777777,-0.08540928571428574,-0.10751488095238093,66.093,41.3638,12.583200000000005,1
03-22-23-0105-06,3841,2023-03-22 02:38:05.192,2023-03-22 02:38:17.338,733.93,1,1,7.0,1,250.0,18.0,30.0,12.146,44.2153739784,226.5254954954955,15.967387387387387,76.29109647490434,6.065879043201287,112.5,53.85,1,-0.6069744535253333,-0.093898018018018,-0.11292292292292294,65.99600000000001,41.3638,12.48620000000001,1
03-22-23-0106-06,3842,2023-03-22 02:39:28.158,2023-03-22 02:39:40.303,225.57,1,1,7.0,1,250.0,18.0,30.0,12.145,44.856187108200004,228.61618181818181,15.903727272727274,77.48216044434102,6.151035395662986,112.5,70.82,1,-0.601278336816,-0.0855352727272728,-0.11645959595959587,82.96499999999999,41.3638,29.456199999999992,1
03-22-23-0107-06,3843,2023-03-22 02:40:25.292,2023-03-22 02:40:37.437,522.95,1,1,7.0,1,250.0,18.0,30.0,12.145,44.1636840242,221.5543243243243,16.29,74.2708336687929,6.282549135212842,112.5,44.989,1,-0.6074339197848888,-0.11378270270270274,-0.09500000000000008,57.134,41.3638,3.625200000000003,1
03-22-23-0108-06,3844,2023-03-22 02:41:24.806,2023-03-22 02:41:37.059,316.39,1,1,7.0,1,250.0,18.0,30.0,12.253,44.3574874435,219.40723214285714,16.566160714285715,77.24969689680557,6.502282931808612,112.5,47.369,1,-0.6057112227244444,-0.1223710714285714,-0.07965773809523802,59.622,41.3638,6.005200000000002,1
03-22-23-0109-06,3845,2023-03-22 02:42:50.054,2023-03-22 02:43:02.353,165.08,1,1,7.0,1,250.0,18.0,30.0,12.299,44.4368684103,220.97053571428572,16.34482142857143,80.25113825174952,6.749423863586246,112.5,72.995,1,-0.6050056141306667,-0.11611785714285716,-0.09195436507936505,85.29400000000001,41.3638,31.631200000000014,1
03-22-23-0110-06,3846,2023-03-22 02:43:50.758,2023-03-22 02:44:02.888,707.54,1,1,7.0,1,250.0,18.0,30.0,12.13,43.6539239748,218.42600000000002,16.54118181818182,75.57923164079433,6.606194998027226,112.5,48.405,1,-0.611965120224,-0.12629599999999996,-0.08104545454545453,60.535000000000004,41.3638,7.041200000000005,1
03-22-23-0111-06,3847,2023-03-22 02:44:52.079,2023-03-22 02:45:04.140,711.15,1,1,7.0,1,250.0,18.0,30.0,12.061,44.4777462032,230.087,16.269272727272725,71.07355627101526,6.03921462010498,112.5,49.191,1,-0.6046422559715556,-0.07965200000000006,-0.09615151515151532,61.252,41.3638,7.827200000000005,1
03-22-23-0112-06,3848,2023-03-22 02:45:52.204,2023-03-22 02:46:04.503,226.72,1,1,7.0,1,250.0,18.0,30.0,12.299,43.6195856164,217.18446428571428,16.58580357142857,75.12163694068019,6.681738814312471,112.5,48.064,1,-0.6122703500764444,-0.13126214285714288,-0.07856646825396829,60.363,41.3638,6.700200000000002,1
03-22-23-0113-06,3849,2023-03-22 02:46:49.931,2023-03-22 02:47:02.123,650.98,1,1,7.0,1,250.0,18.0,30.0,12.192,43.8717523038,218.640990990991,16.36954954954955,75.69772401952572,6.810002721583677,112.5,45.428,1,-0.6100288684106667,-0.12543603603603593,-0.0905805805805806,57.62,41.3638,4.0642,1
03-22-23-0114-06,3850,2023-03-22 02:47:37.906,2023-03-22 02:47:49.909,407.7,1,1,7.0,1,250.0,18.0,30.0,12.003,43.0893438809,218.18697247706422,16.21073394495413,72.12611693088026,5.926718645319814,112.5,35.783,1,-0.6169836099475555,-0.1272521100917431,-0.09940366972477066,47.786,41.3638,-5.580799999999996,1
03-22-23-0115-06,3851,2023-03-22 02:53:01.469,2023-03-22 02:53:13.561,670.66,1,1,7.0,1,250.0,18.0,30.0,12.092,42.413664312600005,218.58254545454542,16.151545454545456,74.99653261020114,6.4795707449798945,112.5,311.56,1,-0.6229896505546666,-0.12566981818181833,-0.10269191919191911,323.652,41.3638,270.1962,1
